Content_ID,Platform,Content_Type,AI_Tool_Used,AI_Type,Duration_Seconds,Production_Cost_USD,Views,Likes,Comments,Shares,Engagement_Rate,Watch_Time_Avg_Sec,Retention_Rate,Revenue_USD
ACC000217,Instagram,Reel,Canva AI,AI-assisted editing,59,13.1,22481,1157,60.0,110.0,0.059,31.65,55.39,31.69
ACC000218,YouTube,Short,InVideo AI,Text-to-video,27,17.32,6421,210,32.0,14.0,0.0399,18.73,67.85,25.16
ACC000219,TikTok,Short,Runway,AI-assisted editing,40,22.03,32651,1237,151.0,385.0,0.0543,18.66,50.82,23.83
ACC000220,TikTok,Reel,Canva AI,Avatar video,35,13.33,5680,351,30.0,28.0,0.072,25.89,71.82,2.05
ACC000221,YouTube,Video,HeyGen,AI-assisted editing,782,86.88,5449,290,25.0,11.0,0.0598,364.99,52.92,33.7
ACC000222,Instagram,Video,CapCut AI,Image-to-video,228,27.37,3301,130,9.0,21.0,0.0485,69.06,34.09,5.78
ACC000223,Instagram,Reel,HeyGen,Avatar video,37,24.15,1367,59,8.0,8.0,0.0549,21.12,61.92,1.16
ACC000224,YouTube,Short,Pika,Text-to-video,45,19.82,2990,132,15.0,7.0,0.0515,22.13,50.42,8.66
ACC000225,YouTube,Video,CapCut AI,Image-to-video,344,31.99,1560,81,4.0,2.0,0.0558,77.53,23.56,17.08
ACC000226,Instagram,Video,Adobe Firefly,Image-to-video,799,85.0,3325,188,21.0,24.0,0.0701,297.87,44.24,4.89
ACC000227,TikTok,Reel,InVideo AI,Image-to-video,79,16.59,22294,1095,106.0,228.0,0.0641,55.85,71.12,18.43
ACC000228,Instagram,Video,CapCut AI,Text-to-video,289,31.03,12114,500,39.0,93.0,0.0522,80.42,31.73,21.23
ACC000229,TikTok,Short,HeyGen,Avatar video,19,28.6,8385,670,25.0,44.0,0.0881,9.22,52.85,7.05
ACC000230,Instagram,Video,Runway,AI-assisted editing,245,38.92,7780,461,14.0,31.0,0.065,66.37,28.35,3.59
ACC000231,TikTok,Reel,Canva AI,AI-assisted editing,31,6.87,9818,431,41.0,35.0,0.0516,13.89,49.93,11.62
ACC000232,YouTube,Video,CapCut AI,Text-to-video,771,71.41,1629,51,3.0,2.0,0.0344,269.57,34.75,10.24
ACC000233,TikTok,Reel,HeyGen,Text-to-video,32,15.44,8977,764,64.0,64.0,0.0994,24.68,88.16,9.38
ACC000234,YouTube,Video,CapCut AI,Text-to-video,436,41.68,3410,163,14.0,10.0,0.0548,71.06,21.36,8.99
ACC000235,Instagram,Reel,Adobe Firefly,Text-to-video,63,22.9,18692,1153,36.0,93.0,0.0686,37.49,70.49,20.8
ACC000236,TikTok,Short,HeyGen,AI-assisted editing,44,24.77,6335,300,32.0,33.0,0.0576,24.42,56.13,3.07
ACC000237,YouTube,Short,InVideo AI,Image-to-video,42,14.22,68705,1801,146.0,200.0,0.0312,26.67,63.91,56.01
ACC000238,YouTube,Video,HeyGen,AI-assisted editing,331,45.04,1074,34,5.0,1.0,0.0372,136.6,43.22,2.13
ACC000239,Instagram,Reel,Synthesia,AI-assisted editing,49,26.15,23417,1124,147.0,95.0,0.0583,26.26,58.72,40.36
ACC000240,Instagram,Reel,Runway,Image-to-video,22,31.83,11282,562,52.0,81.0,0.0616,12.74,59.88,19.7
ACC000241,Instagram,Reel,CapCut AI,Image-to-video,67,12.42,45696,2947,237.0,173.0,0.0735,45.59,64.84,80.67
ACC000242,TikTok,Short,HeyGen,Text-to-video,42,18.81,3544,225,26.0,14.0,0.0748,32.88,80.34,1.08
ACC000243,Instagram,Video,Canva AI,Text-to-video,564,51.18,2883,159,10.0,21.0,0.0659,224.96,51.72,2.8
ACC000244,TikTok,Short,Canva AI,Image-to-video,19,12.54,3020,105,15.0,33.0,0.0507,11.55,60.2,4.08
ACC000245,TikTok,Short,CapCut AI,Image-to-video,33,10.03,5057,322,28.0,39.0,0.0769,21.47,66.54,5.21
ACC000246,YouTube,Video,Runway,Text-to-video,709,79.83,6770,153,16.0,11.0,0.0266,266.19,39.79,61.45
ACC000247,YouTube,Video,Pika,AI-assisted editing,463,53.0,2802,133,5.0,9.0,0.0525,275.44,63.87,7.83
ACC000248,Instagram,Video,CapCut AI,AI-assisted editing,198,24.09,14209,704,64.0,116.0,0.0622,79.43,41.75,26.06
ACC000249,TikTok,Short,Adobe Firefly,Text-to-video,36,13.95,918,51,5.0,8.0,0.0697,14.89,47.02,0.57
ACC000250,YouTube,Short,HeyGen,Avatar video,38,12.2,13827,555,42.0,50.0,0.0468,16.46,45.46,17.85
ACC000251,YouTube,Short,Adobe Firefly,AI-assisted editing,20,24.16,58975,2671,183.0,95.0,0.05,10.97,60.63,139.74
ACC000252,TikTok,Reel,Adobe Firefly,AI-assisted editing,83,19.36,36614,1259,111.0,351.0,0.047,64.44,89.45,39.37
ACC000253,YouTube,Short,Adobe Firefly,Text-to-video,15,14.6,22031,1131,106.0,89.0,0.0602,7.8,52.1,59.51
ACC000254,YouTube,Short,Adobe Firefly,Text-to-video,36,7.87,39639,1598,71.0,81.0,0.0441,29.92,85.77,142.77
ACC000255,Instagram,Reel,InVideo AI,Image-to-video,62,16.12,26697,2004,86.0,93.0,0.0818,27.69,45.4,13.24
ACC000256,YouTube,Video,Synthesia,Avatar video,630,70.03,2495,55,14.0,7.0,0.0305,296.49,49.08,20.13
ACC000257,Instagram,Video,CapCut AI,Avatar video,427,46.1,15712,845,86.0,53.0,0.0626,192.66,50.32,14.08
ACC000258,YouTube,Video,Adobe Firefly,Text-to-video,361,45.61,2375,100,10.0,10.0,0.0505,207.98,61.67,11.57
ACC000259,Instagram,Reel,HeyGen,Avatar video,51,35.26,31427,1672,129.0,133.0,0.0615,32.67,65.61,23.34
ACC000260,YouTube,Video,Pika,AI-assisted editing,611,56.15,1682,47,7.0,6.0,0.0357,189.53,38.51,17.16
ACC000261,Instagram,Video,CapCut AI,AI-assisted editing,825,73.76,8667,280,23.0,34.0,0.0389,251.1,39.58,14.47
ACC000262,Instagram,Video,HeyGen,Avatar video,504,59.22,8806,568,18.0,67.0,0.0742,225.71,52.9,9.51
ACC000263,YouTube,Short,CapCut AI,Image-to-video,40,7.38,1812,88,9.0,4.0,0.0557,31.36,80.64,2.94
ACC000264,Instagram,Video,InVideo AI,Text-to-video,629,62.03,7299,402,16.0,27.0,0.061,267.28,44.72,10.9
ACC000265,YouTube,Video,Pika,Text-to-video,319,40.58,6728,157,14.0,24.0,0.029,138.16,49.13,33.46
ACC000266,YouTube,Video,Runway,Image-to-video,259,35.87,7887,326,32.0,19.0,0.0478,116.76,53.96,47.3
ACC000267,YouTube,Video,Canva AI,AI-assisted editing,717,60.04,18892,633,57.0,57.0,0.0395,291.47,50.98,148.67
ACC000268,Instagram,Reel,InVideo AI,Text-to-video,24,11.77,61576,4175,279.0,443.0,0.0795,7.06,33.75,13.41
ACC000269,YouTube,Short,CapCut AI,Text-to-video,37,11.76,21254,792,82.0,53.0,0.0436,30.19,86.74,66.25
ACC000270,Instagram,Reel,Canva AI,Text-to-video,35,12.37,26465,1217,76.0,144.0,0.0543,27.41,93.8,22.06
ACC000271,YouTube,Video,CapCut AI,AI-assisted editing,458,41.61,2280,89,11.0,9.0,0.0478,167.36,44.5,16.45
ACC000272,YouTube,Short,Synthesia,Text-to-video,16,14.52,51255,1709,276.0,145.0,0.0416,9.22,61.58,147.47
ACC000273,TikTok,Short,HeyGen,Avatar video,44,22.23,5207,377,15.0,29.0,0.0809,24.75,55.43,5.4
ACC000274,TikTok,Reel,HeyGen,Avatar video,67,29.62,14048,949,34.0,122.0,0.0787,35.5,63.58,6.12
ACC000275,YouTube,Short,CapCut AI,Avatar video,13,12.3,3513,131,13.0,6.0,0.0427,5.66,47.38,3.46
ACC000276,TikTok,Short,CapCut AI,Avatar video,22,9.35,9946,453,43.0,44.0,0.0543,9.62,50.34,12.11
ACC000277,TikTok,Reel,Canva AI,Avatar video,37,6.61,12166,724,35.0,109.0,0.0713,24.84,65.92,15.4
ACC000278,Instagram,Video,CapCut AI,Image-to-video,105,15.44,23854,1567,83.0,177.0,0.0766,31.32,29.98,40.52
ACC000279,TikTok,Reel,Runway,Image-to-video,44,23.75,17493,825,39.0,179.0,0.0596,21.64,59.86,13.63
ACC000280,TikTok,Reel,CapCut AI,AI-assisted editing,55,11.28,8902,421,45.0,76.0,0.0609,35.42,66.6,12.37
ACC000281,YouTube,Video,HeyGen,Text-to-video,555,70.67,599,24,2.0,1.0,0.0451,244.0,55.84,6.33
ACC000282,YouTube,Video,HeyGen,Text-to-video,226,47.49,62392,2651,288.0,88.0,0.0485,97.44,50.43,510.16
ACC000283,Instagram,Reel,HeyGen,Avatar video,26,29.1,18181,1144,84.0,150.0,0.0758,17.68,66.88,24.26
ACC000284,TikTok,Short,Canva AI,AI-assisted editing,45,10.46,17198,786,54.0,65.0,0.0526,26.28,66.57,1.73
ACC000285,YouTube,Short,Canva AI,Image-to-video,37,8.6,59669,2769,244.0,187.0,0.0536,22.81,68.24,223.38
ACC000286,YouTube,Video,HeyGen,Avatar video,65,26.65,8947,490,36.0,33.0,0.0625,33.65,54.24,103.72
ACC000287,TikTok,Reel,InVideo AI,AI-assisted editing,76,18.15,17927,902,132.0,147.0,0.0659,41.56,66.49,21.19
ACC000288,YouTube,Video,HeyGen,Text-to-video,411,70.71,5658,295,16.0,24.0,0.0592,210.35,54.77,62.54
ACC000289,TikTok,Short,Pika,Text-to-video,28,17.12,3921,163,11.0,46.0,0.0561,19.82,72.08,3.77
ACC000290,TikTok,Short,Canva AI,Image-to-video,32,3.0,4399,366,16.0,24.0,0.0923,19.92,64.96,0.75
ACC000291,Instagram,Video,InVideo AI,Text-to-video,416,39.68,10920,675,21.0,40.0,0.0674,201.14,53.32,8.21
ACC000292,TikTok,Reel,Pika,Text-to-video,49,11.28,7639,340,46.0,52.0,0.0573,33.38,66.45,3.54
ACC000293,YouTube,Video,InVideo AI,Image-to-video,894,84.99,2812,96,6.0,12.0,0.0405,336.26,47.59,28.01
ACC000294,YouTube,Short,Runway,AI-assisted editing,52,12.16,24326,989,100.0,61.0,0.0473,31.07,60.62,15.72
ACC000295,Instagram,Video,Canva AI,Text-to-video,823,71.66,25415,1046,50.0,80.0,0.0463,419.47,51.79,49.1
ACC000296,YouTube,Video,InVideo AI,Text-to-video,393,40.37,4574,197,10.0,8.0,0.047,113.03,29.71,23.06
ACC000297,TikTok,Reel,Canva AI,Text-to-video,35,8.62,29927,1984,131.0,346.0,0.0822,25.78,73.1,39.52
ACC000298,TikTok,Reel,HeyGen,Avatar video,17,27.34,2290,169,7.0,16.0,0.0838,10.07,70.24,3.02
ACC000299,TikTok,Short,Runway,Text-to-video,60,25.75,15082,1270,65.0,84.0,0.0941,37.59,62.84,10.2
ACC000300,YouTube,Video,Runway,Image-to-video,394,54.17,6577,356,26.0,20.0,0.0611,109.61,31.86,61.58
ACC000301,Instagram,Video,CapCut AI,Avatar video,378,40.94,3683,160,13.0,12.0,0.0502,98.32,34.55,4.12
ACC000302,TikTok,Short,Synthesia,Avatar video,12,17.86,22601,1697,148.0,201.0,0.0905,5.82,47.94,18.37
ACC000303,YouTube,Short,HeyGen,Avatar video,59,17.93,7182,308,28.0,27.0,0.0505,24.04,42.13,23.31
ACC000304,YouTube,Short,HeyGen,AI-assisted editing,23,26.27,10509,478,40.0,24.0,0.0516,13.42,68.12,45.99
ACC000305,YouTube,Video,Synthesia,Avatar video,509,59.99,1950,64,5.0,7.0,0.039,173.07,33.35,12.42
ACC000306,Instagram,Video,Runway,Image-to-video,210,45.02,1606,61,9.0,12.0,0.0511,100.5,49.15,0.6
ACC000307,TikTok,Short,HeyGen,AI-assisted editing,27,24.0,9014,555,68.0,70.0,0.0769,15.76,59.36,4.56
ACC000308,YouTube,Video,Adobe Firefly,Image-to-video,186,29.72,12806,319,56.0,29.0,0.0315,87.43,59.12,56.33
ACC000309,YouTube,Video,Runway,Text-to-video,863,83.54,2646,119,8.0,11.0,0.0522,205.48,24.93,5.64
ACC000310,YouTube,Video,Adobe Firefly,Image-to-video,189,25.55,7844,260,43.0,28.0,0.0422,61.13,42.8,42.88
ACC000311,TikTok,Reel,InVideo AI,Image-to-video,71,12.19,11623,731,46.0,90.0,0.0746,41.36,56.65,10.21
ACC000312,Instagram,Reel,Runway,Text-to-video,52,25.48,8505,451,44.0,67.0,0.0661,23.75,47.15,7.0
ACC000313,TikTok,Reel,Adobe Firefly,Image-to-video,83,23.07,46246,1918,174.0,334.0,0.0525,40.78,54.76,10.41
ACC000314,TikTok,Short,Canva AI,Text-to-video,14,8.96,2429,191,14.0,20.0,0.0926,10.85,78.41,1.05
ACC000315,YouTube,Video,Runway,AI-assisted editing,732,63.35,1188,63,4.0,2.0,0.0581,298.76,43.36,12.06
ACC000316,YouTube,Video,Adobe Firefly,AI-assisted editing,140,38.75,6397,252,17.0,20.0,0.0452,35.31,31.59,59.92
ACC000317,YouTube,Video,Canva AI,Avatar video,751,63.58,12693,346,43.0,29.0,0.0329,277.14,46.55,152.11
ACC000318,TikTok,Reel,InVideo AI,Image-to-video,56,17.71,45018,2286,159.0,381.0,0.0628,26.02,51.05,36.7
ACC000319,TikTok,Reel,InVideo AI,Text-to-video,65,17.22,5918,446,43.0,64.0,0.0934,42.62,63.0,4.53
ACC000320,TikTok,Short,Runway,Image-to-video,21,23.57,14526,1127,39.0,103.0,0.0874,16.0,73.23,15.32
ACC000321,TikTok,Reel,Pika,AI-assisted editing,88,21.97,15576,1206,67.0,165.0,0.0923,52.52,57.32,8.33
ACC000322,Instagram,Video,HeyGen,AI-assisted editing,849,91.55,7105,469,25.0,30.0,0.0738,382.98,59.27,8.16
ACC000323,YouTube,Video,Runway,Image-to-video,463,65.4,6869,248,34.0,11.0,0.0427,149.36,38.37,44.62
ACC000324,TikTok,Reel,Pika,Text-to-video,70,19.99,2918,174,16.0,15.0,0.0703,37.72,55.68,3.08
ACC000325,YouTube,Video,Pika,Text-to-video,762,76.85,9755,323,30.0,31.0,0.0394,228.37,39.61,45.85
ACC000326,Instagram,Video,CapCut AI,Image-to-video,898,80.28,761,25,4.0,2.0,0.0407,495.68,60.15,0.32
ACC000327,Instagram,Video,Runway,Image-to-video,174,29.51,2092,81,9.0,14.0,0.0497,85.55,54.74,2.73
ACC000328,Instagram,Reel,Synthesia,AI-assisted editing,82,30.68,2084,121,4.0,13.0,0.0662,44.02,65.31,1.81
ACC000329,YouTube,Short,Canva AI,Text-to-video,53,6.06,12714,669,48.0,40.0,0.0595,39.49,88.58,15.45
ACC000330,Instagram,Reel,Runway,AI-assisted editing,54,19.16,4910,224,23.0,19.0,0.0542,42.78,75.11,5.29
ACC000331,Instagram,Video,Canva AI,AI-assisted editing,895,84.47,15446,698,57.0,50.0,0.0521,341.22,40.26,17.2
ACC000332,TikTok,Short,HeyGen,Avatar video,39,41.72,6375,282,19.0,53.0,0.0555,22.63,57.35,7.79
ACC000333,YouTube,Video,HeyGen,AI-assisted editing,849,100.88,16252,658,93.0,26.0,0.0478,454.57,64.06,174.48
ACC000334,TikTok,Reel,InVideo AI,Text-to-video,67,14.26,55254,4067,169.0,287.0,0.0819,48.43,84.88,7.41
ACC000335,Instagram,Video,CapCut AI,Avatar video,671,62.16,2877,148,12.0,17.0,0.0615,380.52,60.19,2.42
ACC000336,Instagram,Video,HeyGen,Avatar video,292,58.19,3463,264,18.0,9.0,0.084,134.67,46.1,6.83
ACC000337,Instagram,Video,Adobe Firefly,AI-assisted editing,313,31.88,16338,1035,60.0,134.0,0.0752,144.74,51.13,18.66
ACC000338,TikTok,Short,CapCut AI,Image-to-video,14,10.63,671870,23622,2917.0,7029.0,0.05,8.2,55.7,233.01
ACC000339,TikTok,Reel,Canva AI,Image-to-video,36,6.9,2484,101,16.0,18.0,0.0543,25.76,72.03,0.61
ACC000340,Instagram,Reel,HeyGen,Avatar video,18,27.89,19093,966,58.0,128.0,0.0603,14.92,79.87,31.0
ACC000341,TikTok,Short,Runway,Image-to-video,52,17.16,4666,285,34.0,32.0,0.0752,35.99,75.94,5.13
ACC000342,Instagram,Reel,Pika,Text-to-video,21,11.99,27784,1635,67.0,89.0,0.0645,12.56,68.83,36.17
ACC000343,YouTube,Short,CapCut AI,Image-to-video,12,6.42,2903,107,10.0,9.0,0.0434,5.2,52.75,11.66
ACC000344,YouTube,Video,Runway,Text-to-video,729,74.26,7720,185,17.0,34.0,0.0306,274.59,47.47,34.63
ACC000345,TikTok,Short,InVideo AI,Image-to-video,35,15.35,7007,377,18.0,51.0,0.0637,20.13,60.42,3.37
ACC000346,YouTube,Short,Synthesia,Avatar video,25,18.78,11047,593,65.0,24.0,0.0617,10.83,44.84,18.75
ACC000347,TikTok,Reel,InVideo AI,Image-to-video,78,11.84,11900,791,72.0,147.0,0.0849,38.75,60.56,1.56
ACC000348,TikTok,Short,Adobe Firefly,Text-to-video,51,24.51,6319,430,14.0,33.0,0.0755,28.48,62.91,7.12
ACC000349,YouTube,Short,Canva AI,Text-to-video,33,7.5,14838,402,46.0,34.0,0.0325,26.52,81.87,61.67
ACC000350,Instagram,Reel,CapCut AI,Avatar video,83,17.12,2464,137,12.0,14.0,0.0662,36.62,53.51,3.0
ACC000351,YouTube,Short,Runway,Text-to-video,13,15.79,12971,547,32.0,21.0,0.0463,9.76,74.5,21.58
ACC000352,Instagram,Reel,Pika,Text-to-video,45,11.22,5925,220,21.0,15.0,0.0432,32.05,82.01,1.9
ACC000353,TikTok,Reel,InVideo AI,Text-to-video,58,21.19,14480,591,100.0,159.0,0.0587,31.83,52.51,14.19
ACC000354,YouTube,Video,HeyGen,Text-to-video,595,74.56,14898,776,32.0,55.0,0.0579,276.73,48.89,25.86
ACC000355,TikTok,Short,Synthesia,Avatar video,29,10.52,18099,754,51.0,221.0,0.0567,16.09,58.15,4.22
ACC000356,TikTok,Reel,Pika,AI-assisted editing,51,15.4,13008,450,92.0,51.0,0.0456,27.51,59.15,2.76
ACC000357,YouTube,Short,CapCut AI,Image-to-video,24,8.96,107225,5087,397.0,179.0,0.0528,10.4,42.69,447.21
ACC000358,TikTok,Reel,Synthesia,Avatar video,74,9.22,6297,271,45.0,40.0,0.0565,52.61,69.25,3.29
ACC000359,TikTok,Short,HeyGen,Avatar video,41,28.83,6564,399,29.0,65.0,0.0751,18.58,53.6,5.4
ACC000360,YouTube,Short,CapCut AI,Image-to-video,38,11.19,3904,91,10.0,13.0,0.0292,25.77,73.44,17.25
ACC000361,TikTok,Reel,CapCut AI,Text-to-video,24,9.63,23208,1526,92.0,101.0,0.0741,9.11,40.96,11.61
ACC000362,YouTube,Video,Adobe Firefly,Image-to-video,900,82.56,7998,396,43.0,33.0,0.059,428.58,51.66,12.01
ACC000363,YouTube,Video,HeyGen,Avatar video,691,72.8,9254,379,51.0,20.0,0.0486,265.73,38.28,56.12
ACC000364,Instagram,Video,InVideo AI,Image-to-video,687,69.86,2540,118,11.0,6.0,0.0531,264.48,40.96,4.24
ACC000365,YouTube,Short,Canva AI,Text-to-video,56,8.58,22284,807,58.0,40.0,0.0406,25.08,52.47,59.66
ACC000366,Instagram,Video,Canva AI,Text-to-video,747,67.02,7962,567,39.0,67.0,0.0845,254.45,43.3,3.22
ACC000367,Instagram,Video,InVideo AI,Image-to-video,496,47.65,3019,142,8.0,15.0,0.0547,122.2,32.76,3.24
ACC000368,TikTok,Reel,HeyGen,Avatar video,61,28.97,11551,749,85.0,48.0,0.0764,38.74,63.81,9.06
ACC000369,Instagram,Video,HeyGen,Avatar video,685,84.2,918,61,3.0,2.0,0.0719,283.79,49.16,1.46
ACC000370,TikTok,Reel,CapCut AI,Image-to-video,60,17.66,8309,695,52.0,84.0,0.1,32.59,56.86,1.49
ACC000371,TikTok,Short,CapCut AI,AI-assisted editing,30,11.82,8114,493,55.0,48.0,0.0735,11.43,44.74,3.78
ACC000372,Instagram,Reel,Adobe Firefly,Image-to-video,90,21.67,9219,611,27.0,32.0,0.0727,36.21,42.51,1.95
ACC000373,Instagram,Reel,CapCut AI,AI-assisted editing,78,14.29,6696,426,17.0,40.0,0.0721,38.71,48.55,1.68
ACC000374,YouTube,Video,Runway,Image-to-video,548,58.53,14472,496,68.0,40.0,0.0417,263.14,60.84,153.95
ACC000375,YouTube,Short,HeyGen,Avatar video,45,24.69,87238,4751,310.0,369.0,0.0622,27.38,59.3,154.7
ACC000376,YouTube,Video,Pika,Image-to-video,533,57.82,15191,422,48.0,53.0,0.0344,94.73,22.26,110.13
ACC000377,TikTok,Short,Runway,Text-to-video,18,17.13,20262,706,113.0,81.0,0.0444,8.84,51.03,25.57
ACC000378,YouTube,Video,Adobe Firefly,Text-to-video,680,74.66,26955,1478,148.0,94.0,0.0638,304.85,54.78,172.59
ACC000379,Instagram,Video,InVideo AI,Text-to-video,498,48.81,10859,719,34.0,30.0,0.0721,107.93,25.35,21.64
ACC000380,YouTube,Short,Pika,Text-to-video,24,13.56,11897,569,31.0,39.0,0.0537,14.31,57.39,39.65
ACC000381,YouTube,Video,Runway,Image-to-video,856,73.83,1222,65,5.0,2.0,0.0589,406.11,50.52,13.44
ACC000382,TikTok,Reel,HeyGen,Avatar video,23,23.23,11258,950,47.0,109.0,0.0982,13.22,62.72,10.38
ACC000383,Instagram,Reel,Synthesia,AI-assisted editing,58,31.44,44271,1650,92.0,212.0,0.0441,35.42,70.52,63.63
ACC000384,Instagram,Video,CapCut AI,AI-assisted editing,509,48.58,1007,57,4.0,2.0,0.0626,161.61,35.44,0.72
ACC000385,TikTok,Reel,InVideo AI,Text-to-video,58,22.0,58901,3428,348.0,674.0,0.0756,35.49,71.5,50.25
ACC000386,Instagram,Reel,Adobe Firefly,Image-to-video,17,4.81,5621,175,18.0,41.0,0.0416,10.84,68.63,2.62
ACC000387,TikTok,Short,Runway,Image-to-video,51,24.17,6175,537,36.0,39.0,0.0991,47.24,87.86,5.24
ACC000388,YouTube,Video,Canva AI,Avatar video,404,41.13,9942,337,24.0,20.0,0.0383,167.54,45.71,28.84
ACC000389,Instagram,Video,Canva AI,Text-to-video,559,51.98,7429,461,40.0,39.0,0.0727,187.21,42.7,3.08
ACC000390,YouTube,Short,HeyGen,AI-assisted editing,51,22.36,31585,760,164.0,70.0,0.0315,21.31,45.4,84.86
ACC000391,YouTube,Video,CapCut AI,AI-assisted editing,613,53.92,7787,177,17.0,13.0,0.0266,247.94,41.37,86.21
ACC000392,TikTok,Short,Adobe Firefly,Text-to-video,53,16.87,3971,325,18.0,17.0,0.0907,30.99,70.23,3.17
ACC000393,YouTube,Video,CapCut AI,Text-to-video,301,31.41,4213,188,13.0,15.0,0.0513,66.03,26.18,10.66
ACC000394,TikTok,Short,Synthesia,Avatar video,42,21.35,10505,698,33.0,72.0,0.0764,23.67,60.62,3.7
ACC000395,YouTube,Short,Pika,Text-to-video,56,14.87,3469,123,17.0,6.0,0.0421,29.06,58.25,3.62
ACC000396,Instagram,Reel,CapCut AI,Avatar video,44,16.25,169,9,0.0,0.0,0.0533,33.84,77.27,0.26
ACC000397,YouTube,Short,HeyGen,Avatar video,49,42.0,39083,881,231.0,142.0,0.0321,24.31,52.73,83.85
ACC000398,YouTube,Video,HeyGen,Avatar video,632,72.79,4941,165,13.0,22.0,0.0405,112.3,23.56,42.12
ACC000399,YouTube,Short,Canva AI,AI-assisted editing,13,10.75,1497,41,8.0,4.0,0.0354,7.8,60.69,0.61
ACC000400,TikTok,Reel,InVideo AI,Text-to-video,19,10.66,29051,1877,97.0,282.0,0.0777,15.72,85.41,15.58
ACC000401,Instagram,Video,InVideo AI,Text-to-video,435,44.71,3233,202,14.0,23.0,0.0739,146.42,42.75,2.49
ACC000402,TikTok,Reel,Adobe Firefly,Image-to-video,41,18.46,591,35,2.0,2.0,0.066,14.66,39.32,0.41
ACC000403,TikTok,Short,HeyGen,Avatar video,46,32.5,6048,430,45.0,69.0,0.0899,21.46,53.93,7.55
ACC000404,YouTube,Short,InVideo AI,Text-to-video,16,14.67,23653,1221,93.0,77.0,0.0588,9.99,70.14,103.49
ACC000405,TikTok,Short,HeyGen,Avatar video,59,22.79,18432,955,105.0,119.0,0.064,30.57,53.83,18.54
ACC000406,Instagram,Video,HeyGen,Avatar video,869,86.8,2954,125,17.0,9.0,0.0511,444.42,61.86,5.67
ACC000407,TikTok,Short,Adobe Firefly,Text-to-video,23,21.13,16934,780,41.0,108.0,0.0549,8.76,44.79,7.43
ACC000408,YouTube,Video,Adobe Firefly,AI-assisted editing,212,27.4,2731,145,9.0,7.0,0.059,88.2,52.71,17.23
ACC000409,YouTube,Video,InVideo AI,Image-to-video,580,54.46,5654,305,33.0,17.0,0.0628,267.35,58.37,42.04
ACC000410,Instagram,Video,Synthesia,Avatar video,551,67.19,6768,325,38.0,35.0,0.0588,162.86,38.14,1.7
ACC000411,TikTok,Short,Canva AI,AI-assisted editing,24,11.94,9091,343,45.0,47.0,0.0478,14.08,65.46,8.06
ACC000412,Instagram,Video,HeyGen,Text-to-video,498,56.76,3494,264,20.0,10.0,0.0841,237.89,50.47,3.4
ACC000413,Instagram,Video,Synthesia,Text-to-video,495,58.63,23388,834,76.0,200.0,0.0475,131.12,29.7,18.02
ACC000414,Instagram,Video,Runway,Text-to-video,340,38.3,24342,861,66.0,116.0,0.0428,152.38,49.82,5.55
ACC000415,Instagram,Video,CapCut AI,AI-assisted editing,290,31.39,16860,1014,100.0,84.0,0.0711,107.89,42.14,23.98
ACC000416,YouTube,Video,Canva AI,Image-to-video,129,15.43,5673,170,26.0,25.0,0.039,44.31,35.38,30.74
ACC000417,TikTok,Short,Canva AI,Text-to-video,15,9.85,20251,727,85.0,188.0,0.0494,11.86,75.37,3.31
ACC000418,YouTube,Video,CapCut AI,AI-assisted editing,248,28.19,2695,86,14.0,10.0,0.0408,52.78,25.85,23.79
ACC000419,YouTube,Short,Canva AI,Text-to-video,45,9.77,1792,47,4.0,5.0,0.0312,39.85,86.85,6.56
ACC000420,TikTok,Short,HeyGen,AI-assisted editing,19,30.84,11486,608,76.0,133.0,0.0711,6.26,34.19,12.55
ACC000421,YouTube,Short,Runway,AI-assisted editing,26,26.78,19260,545,113.0,50.0,0.0368,20.5,78.59,16.53
ACC000422,YouTube,Short,Canva AI,Text-to-video,18,11.96,16335,862,31.0,36.0,0.0569,9.95,67.21,13.0
ACC000423,YouTube,Video,CapCut AI,Text-to-video,747,67.03,18426,490,70.0,66.0,0.034,281.4,46.21,137.96
ACC000424,YouTube,Video,CapCut AI,AI-assisted editing,349,38.13,17853,811,45.0,61.0,0.0514,162.35,59.72,183.26
ACC000425,Instagram,Video,Pika,Text-to-video,176,28.38,5347,281,18.0,22.0,0.06,52.56,31.6,1.62
ACC000426,TikTok,Reel,Synthesia,Avatar video,54,19.15,5467,476,24.0,61.0,0.1026,21.36,38.22,6.25
ACC000427,Instagram,Video,Pika,AI-assisted editing,564,56.81,6728,232,24.0,45.0,0.0447,179.33,31.36,10.24
ACC000428,Instagram,Reel,Runway,AI-assisted editing,58,26.37,9759,480,40.0,69.0,0.0604,51.63,88.68,12.18
ACC000429,TikTok,Reel,Synthesia,Text-to-video,66,33.63,3986,158,19.0,22.0,0.0499,42.59,61.69,0.55
ACC000430,TikTok,Short,CapCut AI,Text-to-video,23,6.71,2500,95,6.0,25.0,0.0504,17.83,77.2,2.83
ACC000431,YouTube,Short,CapCut AI,Text-to-video,33,11.91,3684,187,13.0,5.0,0.0556,13.3,46.75,11.43
ACC000432,Instagram,Reel,CapCut AI,Text-to-video,64,11.78,29240,1804,131.0,157.0,0.0715,41.68,63.53,31.79
ACC000433,YouTube,Short,CapCut AI,Image-to-video,55,7.75,8805,198,46.0,20.0,0.03,51.52,93.85,4.49
